Density(kg/m3),Tensile_Strength(MPa),Hardness(HB),Thermal_Conductivity(W/mK),Elastic_Modulus(GPa),Class
2241.707814,211.489943,1600.307161,3.035976,337.523191,Ceramic
1439.798160,86.952931,48.424555,0.258885,3.030888,Polymer
2547.699272,387.616605,967.320105,69.720666,111.711271,Ceramic
1276.831071,54.676920,1.436224,0.110571,2.487478,Polymer
3097.393055,43.306961,1494.226105,38.197429,186.481057,Ceramic
821.434563,76.500435,17.544617,0.313807,2.464782,Polymer
1287.091310,70.881506,28.050911,0.349220,3.262431,Polymer
1034.537638,74.559800,42.195751,0.297155,0.727860,Polymer
3300.089983,280.034853,2200.376032,103.198615,320.163852,Ceramic
4283.259826,448.001471,354.593371,100.397718,180.780315,Metal
5819.261414,395.227040,2906.023697,137.981348,307.752096,Ceramic
1325.693708,45.694728,27.590388,0.463550,2.748065,Polymer
5076.465198,718.851518,272.217064,75.240653,90.888506,Metal
980.668332,27.361638,13.511472,0.245637,1.569781,Polymer
7697.161244,668.986725,308.318995,378.617457,95.177321,Metal
5692.109588,197.170181,63.506894,106.634281,127.752634,Metal
3596.270220,586.491467,189.872548,66.294744,110.919543,Metal
1159.009699,15.536273,39.036389,0.201225,0.415766,Polymer
6036.325833,877.406978,298.968746,287.158068,201.577520,Metal
1177.310457,16.234961,16.038871,0.466973,4.301543,Polymer
2304.512027,267.870573,832.603397,112.528844,108.854111,Ceramic
4708.603662,793.651812,182.679345,153.240980,93.894743,Metal
4003.104924,138.463321,1717.048667,39.067708,439.717421,Ceramic
5382.502973,131.107571,1575.400263,148.307156,422.781912,Ceramic
1414.099507,69.282562,31.962284,0.225904,4.959562,Polymer
3416.689267,216.930285,1502.377517,2.321139,496.990490,Ceramic
2370.863336,478.534905,2073.174987,21.512355,298.617213,Ceramic
954.382544,54.652637,40.193229,0.288631,1.349937,Polymer
869.289265,86.437853,48.329361,0.278008,4.363989,Polymer
1358.489765,27.016635,19.014875,0.414441,0.295667,Polymer
7945.258628,794.078987,57.516626,320.197513,82.925378,Metal
1301.295178,59.490740,20.912989,0.467489,1.816342,Polymer
2952.615717,553.049584,292.610690,118.656235,201.570232,Metal
2077.042080,152.045374,1771.994421,38.529759,208.804074,Ceramic
5844.831660,410.216964,488.207975,103.963076,169.088214,Ceramic
6207.681083,883.781008,251.740568,352.983702,71.099309,Metal
4375.671147,190.591742,1141.217951,112.578141,271.098708,Ceramic
896.731722,13.031634,37.352059,0.378680,4.215996,Polymer
3414.913530,228.859150,1634.091719,26.114854,103.100964,Ceramic
1090.434217,93.370749,44.560688,0.455173,3.597881,Polymer
1494.977592,24.445899,15.995616,0.331983,3.920116,Polymer
3275.696951,108.379800,1213.915722,18.513910,263.719722,Ceramic
959.567074,20.419088,14.646397,0.392913,3.038076,Polymer
4747.406243,348.087685,520.075523,14.484117,105.103688,Ceramic
8648.630073,237.994940,299.235982,127.870541,161.539239,Metal
8688.252073,911.433642,133.792675,345.445264,198.572653,Metal
5759.639876,164.833077,1132.788313,105.128781,441.274933,Ceramic
1293.929758,65.524482,44.587819,0.198089,3.573892,Polymer
5148.701906,445.759303,2719.037747,31.096987,185.306977,Ceramic
1174.412623,49.827836,18.600802,0.262153,2.469875,Polymer
2498.777439,119.896965,2787.590335,62.768844,230.284591,Ceramic
1119.441285,72.542656,5.696959,0.133115,2.597910,Polymer
1310.131902,98.536849,41.953800,0.446122,4.801467,Polymer
4700.543102,270.435480,1945.745639,11.874664,388.613155,Ceramic
1309.404942,16.478016,49.453430,0.147704,1.517470,Polymer
4154.760904,883.820388,78.604061,59.167021,149.029009,Metal
2892.279159,734.218600,177.134301,135.303853,174.347261,Metal
1442.818871,25.224141,36.851791,0.407847,2.590578,Polymer
6734.975967,470.130097,298.656901,111.646661,219.998106,Metal
8808.173980,715.524645,343.573827,296.643424,127.943503,Metal
1192.222238,89.298830,31.993628,0.236255,0.879458,Polymer
2627.296510,380.462884,2290.391846,83.684149,112.317698,Ceramic
5019.806748,214.965888,1886.553254,88.247834,345.801888,Ceramic
5177.575802,121.481565,239.399913,157.022596,172.217158,Metal
1494.925572,83.749751,32.682774,0.244403,0.334623,Polymer
1330.586450,68.520465,7.546263,0.143367,3.592050,Polymer
2755.647650,496.651601,1628.205040,124.963026,399.705293,Ceramic
2084.699912,42.388713,1039.515083,78.507881,124.308296,Ceramic
7386.792636,558.606417,299.758000,310.211132,177.748221,Metal
2899.184917,37.560539,2481.425984,119.376804,382.520452,Ceramic
8280.462755,666.334606,145.536849,123.101565,76.273595,Metal
3740.776136,366.817448,1806.144858,129.919547,473.547881,Ceramic
1086.892093,10.630192,24.263825,0.214559,4.320140,Polymer
3579.870353,231.988054,1510.383305,59.879917,370.792694,Ceramic
1218.657923,20.215170,6.045181,0.499174,1.371802,Polymer
4775.162343,1045.014998,332.262860,93.655774,106.753534,Metal
904.415816,22.660748,48.773461,0.258881,4.958643,Polymer
951.694649,85.289883,20.058061,0.480814,1.293332,Polymer
1448.483594,95.482444,11.911348,0.104044,4.554392,Polymer
5996.378809,241.494313,2415.716060,39.428653,404.239142,Ceramic
2908.401171,61.539859,1738.845172,22.849036,159.394211,Ceramic
7340.105687,504.905578,93.800533,289.074278,84.017964,Metal
4299.023527,492.053323,560.806808,119.984466,436.224943,Ceramic
3597.761772,463.591798,1461.306053,139.674835,177.649016,Ceramic
3998.563039,1192.200352,95.331465,222.460281,110.341908,Metal
7526.648698,947.855936,130.807240,73.128882,183.708934,Metal
2876.464501,343.601316,884.220197,112.886365,183.159060,Ceramic
1366.939165,73.158771,41.403054,0.393340,3.577617,Polymer
1180.252798,60.486401,7.986171,0.183047,4.679316,Polymer
1320.144516,6.058352,10.678170,0.193289,3.813083,Polymer
4529.022951,277.954954,2507.814274,32.370775,212.372304,Ceramic
7479.283227,190.738465,176.016579,205.008982,143.062282,Metal
3077.528818,125.177850,662.671889,79.040954,384.345632,Ceramic
7392.816943,855.791599,89.785132,380.801471,147.132362,Metal
2607.656384,1174.967829,269.741757,132.401111,193.505600,Metal
4465.936279,1015.198639,100.427809,159.706654,163.166926,Metal
3945.976134,782.796463,105.069686,129.958950,104.945502,Metal
4516.955937,236.145060,2084.001704,148.630852,341.013916,Ceramic
4857.287016,324.596038,304.039698,70.458871,218.647611,Metal
1361.952216,8.611534,30.558283,0.345444,3.043800,Polymer
4707.754096,268.583172,966.001409,32.472806,377.354301,Ceramic
915.486596,61.416976,19.332415,0.332662,3.377479,Polymer
5191.471260,394.101156,2170.431873,109.395150,151.106710,Ceramic
1105.138323,88.310339,37.085616,0.309603,3.196724,Polymer
3613.089700,239.716471,2975.214179,74.637632,288.412500,Ceramic
5315.352725,296.962906,1782.919949,37.745355,323.805557,Ceramic
6501.645763,1079.635275,50.339385,220.540117,81.483744,Metal
1128.791933,21.045151,6.055005,0.240988,3.801675,Polymer
1273.903226,33.020857,29.065288,0.494315,1.154704,Polymer
6498.063692,1108.649220,151.160631,96.403791,145.689974,Metal
1320.869233,44.402023,22.338508,0.365009,1.852646,Polymer
840.745464,51.607029,2.534258,0.159847,4.263819,Polymer
902.529950,81.633186,23.919399,0.181610,3.363975,Polymer
1320.033530,20.935758,37.055689,0.362725,2.316797,Polymer
5307.318723,101.605691,2297.256013,43.477073,301.996852,Ceramic
949.678955,98.070410,21.878142,0.256575,3.988802,Polymer
2717.004280,111.414175,242.050435,183.700728,172.399570,Metal
4991.159542,119.778901,2633.029992,23.983536,223.816715,Ceramic
3789.096200,389.020993,2705.077243,94.564513,179.080914,Ceramic
4823.125552,499.374026,378.805791,54.718971,218.592345,Metal
5147.568071,315.852828,460.343116,30.476301,138.690996,Ceramic
8449.395154,948.279963,279.926466,158.983852,211.429800,Metal
999.894889,76.366579,40.915873,0.386309,2.103965,Polymer
5341.566393,142.371967,1683.769654,32.797798,484.160599,Ceramic
1108.335963,57.164720,3.791010,0.408397,4.461464,Polymer
2523.071781,472.824694,477.985545,50.431499,274.697266,Ceramic
2351.502912,111.863593,1810.032824,134.195421,396.060036,Ceramic
6357.197620,1114.599394,238.911057,109.828000,125.660298,Metal
984.816085,9.122626,41.151147,0.303244,3.102469,Polymer
5067.963880,921.597092,70.215244,111.102587,136.955679,Metal
6346.002306,840.372969,148.146575,324.841731,211.891318,Metal
1451.237229,33.326175,43.868405,0.243331,2.651381,Polymer
3649.226717,223.307778,337.086707,280.691115,116.108902,Metal
4017.615600,50.478899,1754.893813,7.706023,232.046991,Ceramic
1235.328442,41.267277,1.033897,0.219862,4.015857,Polymer
1081.652841,46.923130,23.518237,0.393862,2.922538,Polymer
8228.715118,568.632167,115.191942,64.001095,107.464966,Metal
2950.958989,295.785392,2169.506626,105.114126,491.613762,Ceramic
5157.039628,652.979293,374.167958,46.649353,145.714926,Metal
2775.633519,1011.402572,92.918123,218.030841,87.673853,Metal
891.715503,56.661764,36.017790,0.364603,0.026322,Polymer
4062.499682,171.513645,400.841649,129.528423,166.940110,Ceramic
8054.793269,312.325163,231.530396,60.252647,198.915104,Metal
929.051617,32.958816,18.337219,0.286279,4.816280,Polymer
1062.347723,10.205906,37.636007,0.361630,0.471270,Polymer
1197.743050,59.947847,10.294945,0.260469,3.926363,Polymer
8201.066709,469.647236,251.455379,275.300322,175.748152,Metal
7916.542266,734.027157,236.289176,50.963889,123.626914,Metal
2999.218934,108.565504,54.013846,138.251769,211.146497,Metal
3826.048535,279.229797,342.452115,384.136373,144.944938,Metal
5125.653173,469.165983,1350.664832,74.068960,464.711346,Ceramic
1095.795113,19.601333,29.958586,0.183014,0.719676,Polymer
3117.794143,189.446903,2900.473274,7.271597,448.613420,Ceramic
5233.474590,39.847316,535.621526,148.811911,185.278957,Ceramic
2292.167066,465.879785,1689.669433,78.800394,239.502625,Ceramic
1114.276089,56.385623,20.044333,0.142487,3.458720,Polymer
5926.565951,454.455399,2451.382383,111.357812,388.325921,Ceramic
8459.525201,1194.145064,257.168150,335.463510,210.342728,Metal
5687.513112,202.632640,88.558598,230.659577,58.171269,Metal
6023.275681,1089.139138,283.528899,70.068678,163.589692,Metal
3995.145211,847.501923,345.314692,371.942760,83.263400,Metal
1050.024062,88.107581,25.890454,0.298129,3.608804,Polymer
1100.433726,19.311125,6.636083,0.213796,3.320495,Polymer
6107.314790,856.276378,295.389854,398.648284,188.627930,Metal
5525.892603,357.868505,2046.491239,86.037361,261.824539,Ceramic
8784.762396,495.241223,170.322973,53.840420,73.966900,Metal
952.006649,45.108290,26.424471,0.261979,1.384944,Polymer
1282.325635,57.895759,1.653125,0.202044,3.985307,Polymer
2776.257431,695.226884,76.381854,252.250222,204.196242,Metal
1363.109641,57.422031,12.568203,0.269941,1.641903,Polymer
1412.697092,7.834526,20.793064,0.336249,4.061544,Polymer
5314.537493,457.626632,490.301927,124.326670,376.924330,Ceramic
4713.121810,575.418234,245.125649,280.017662,158.405284,Metal
3393.548893,333.853395,1666.490083,22.107278,493.120805,Ceramic
900.152621,63.772963,1.787734,0.348119,2.282418,Polymer
4602.169795,455.696507,865.768136,127.347828,369.793170,Ceramic
4369.755994,546.860025,186.687045,52.518616,152.096938,Metal
2791.825500,529.820728,349.838200,128.562610,73.627271,Metal
3603.416894,245.318346,1163.082110,107.117771,456.054802,Ceramic
1434.645622,17.801315,39.333580,0.374553,0.664796,Polymer
5829.259526,60.705129,2372.242917,58.654989,407.491218,Ceramic
5330.010612,944.793043,157.954531,218.395487,95.911614,Metal
5504.517035,305.358092,2041.449143,118.128974,265.225710,Ceramic
3312.083871,506.535529,105.090460,209.101928,133.482143,Metal
2179.220860,50.194635,1346.199598,140.278755,480.738205,Ceramic
1301.758944,19.014177,8.249997,0.171725,1.031334,Polymer
1379.462621,42.076441,2.658478,0.308400,3.730722,Polymer
6525.457621,760.223762,357.499531,191.994156,68.360083,Metal
2226.261328,390.903034,421.462211,54.637099,392.860385,Ceramic
939.452670,13.327379,36.230610,0.306014,1.869905,Polymer
4641.016364,1156.747925,268.286698,129.498898,75.400321,Metal
1307.920977,72.555243,1.324809,0.134079,0.751482,Polymer
3083.469806,143.908686,2334.842747,109.105084,417.132154,Ceramic
1288.844490,80.884402,14.770833,0.112388,4.518669,Polymer
3941.910074,126.773853,2206.133647,120.253447,178.733792,Ceramic
3862.305161,420.547170,1938.526274,82.054737,375.669881,Ceramic
1329.427464,14.183543,6.623105,0.472224,0.753417,Polymer
1144.460350,94.330628,43.409200,0.460481,2.594884,Polymer
6745.433350,1156.125534,331.406463,235.407590,75.602647,Metal
1481.396856,37.661345,23.695041,0.408943,3.779006,Polymer
3910.788524,465.745679,226.377176,191.630236,97.980931,Metal
3387.309845,81.198366,954.338038,105.638448,300.907455,Ceramic
2574.824339,379.513010,2979.565392,123.770785,159.637506,Ceramic
1323.496415,17.184844,16.774559,0.230774,0.356690,Polymer
5921.513199,712.808570,115.298175,29.592063,57.830620,Metal
1035.486611,26.888122,37.074618,0.174675,4.811673,Polymer
1490.907983,46.931171,24.167941,0.251876,1.906741,Polymer
889.952861,56.868286,25.262051,0.228381,3.487558,Polymer
3013.697793,831.639129,69.465445,199.602454,85.293223,Metal
5286.203510,364.055705,1414.067503,54.626253,175.832880,Ceramic
7375.425191,249.890539,94.938106,269.533460,55.859324,Metal
4847.489384,471.472526,1068.003935,143.249578,187.947091,Ceramic
3291.577802,985.796341,78.566837,370.350677,110.430240,Metal
8137.221615,520.146342,157.061887,288.974372,103.021046,Metal
2854.134174,305.676409,1992.058745,72.344910,424.309630,Ceramic
3449.698395,128.999173,1031.901216,42.217489,332.251364,Ceramic
6544.438122,1026.200325,213.591111,55.049257,177.500897,Metal
5167.293776,165.221395,1165.681314,90.363564,298.533769,Ceramic
4170.951268,190.853527,1834.026006,62.590005,127.527713,Ceramic
5792.824165,1021.656493,216.656918,173.318944,211.165119,Metal
5235.991743,82.800223,1352.525689,89.023751,299.656429,Ceramic
1119.441168,97.874911,11.759936,0.151025,4.517051,Polymer
2792.735422,1111.807562,125.035208,80.867685,81.656843,Metal
3285.972037,287.238952,2816.385265,66.406814,215.935092,Ceramic
882.361573,34.658694,47.148243,0.395122,4.517576,Polymer
1077.439983,49.015749,23.531753,0.389223,2.491920,Polymer
812.599156,43.255486,21.145375,0.499207,3.816355,Polymer
2524.256892,1163.677048,182.168808,292.478477,77.549221,Metal
5409.999643,77.670183,2914.339769,118.329107,358.007534,Ceramic
1206.719933,93.153472,43.077152,0.301378,4.328754,Polymer
5624.948845,969.149817,316.895147,70.792054,94.442761,Metal
4394.786990,114.829456,428.842878,45.605288,411.699055,Ceramic
8988.950096,573.977539,108.134911,308.986260,203.022771,Metal
8783.045214,135.707700,145.607447,153.879508,89.374225,Metal
976.662169,91.843855,11.073615,0.236021,4.060635,Polymer
1414.797016,58.430055,6.510792,0.308342,1.560249,Polymer
3731.988023,67.077436,2913.865963,28.016024,111.635711,Ceramic
4027.753253,713.063298,80.921885,307.714027,53.226103,Metal
7217.946355,348.077227,181.692666,257.849248,139.934624,Metal
1087.538800,37.114804,18.131027,0.244572,4.924639,Polymer
6565.254711,509.499622,376.217789,83.429566,155.853024,Metal
7405.585880,1113.535685,123.000825,344.205674,82.881613,Metal
3345.815557,258.341473,1671.038981,69.721182,307.866700,Ceramic
4879.697041,330.559685,325.909549,181.555225,85.465170,Metal
2357.195362,143.282555,1948.599775,88.138808,188.023528,Ceramic
4221.591414,480.767891,2096.128804,120.117656,171.662478,Ceramic
5419.861261,112.154533,1980.294597,2.934923,424.564488,Ceramic
2459.925960,435.625535,486.210484,12.174386,189.577534,Ceramic
1015.563775,96.866651,16.083067,0.173371,1.010072,Polymer
3997.565437,95.016253,593.922976,148.930607,341.483551,Ceramic
1404.804734,54.834575,20.295222,0.420091,1.934678,Polymer
5293.256618,416.248901,2230.492908,3.763677,435.698261,Ceramic
4634.694862,293.929665,632.862443,147.204898,292.483032,Ceramic
8493.893889,519.562366,264.583907,237.472422,128.504289,Metal
1116.463420,97.891787,29.617633,0.257761,0.244371,Polymer
935.570090,22.214405,15.972080,0.369851,0.304532,Polymer
5015.200460,722.494435,393.320525,360.405952,204.899159,Metal
5548.320943,831.030355,313.522519,158.333707,205.550924,Metal
3770.550151,945.042859,221.112435,22.702944,69.657358,Metal
6905.888222,205.462419,387.772126,276.852399,84.952329,Metal
4920.629794,428.022872,411.966127,144.995358,269.604214,Ceramic
5804.509808,856.645936,353.619319,280.933516,121.417169,Metal
1449.528112,54.755821,34.003963,0.289713,4.709984,Polymer
8911.015565,626.734326,340.483664,369.764344,150.497470,Metal
5795.570633,459.586746,2981.434381,62.197582,208.616760,Ceramic
3593.405455,320.841016,221.500781,339.069704,161.834995,Metal
5060.860362,188.312083,1423.641043,130.909760,205.535110,Ceramic
5388.923908,915.558226,184.753806,118.527522,149.172469,Metal
1109.833103,12.439143,18.325578,0.351343,3.696618,Polymer
1110.346701,29.010450,16.666098,0.114432,3.199860,Polymer
1342.256958,27.927066,25.262594,0.340206,0.047689,Polymer
4716.904278,379.057838,1988.967683,47.908265,190.796267,Ceramic
4662.980036,129.684113,204.324196,329.601805,97.541812,Metal
2130.152547,484.561943,1764.940371,56.815027,312.838299,Ceramic
1173.574567,92.866722,29.436949,0.174612,3.043670,Polymer
1220.584932,33.779667,37.276313,0.117160,4.595641,Polymer
2116.702213,126.277262,943.482947,145.170958,450.189427,Ceramic
800.915568,88.591565,11.702747,0.424319,3.538489,Polymer
3256.904277,42.026990,2319.045798,22.031700,244.385661,Ceramic
1173.074118,65.005774,22.162182,0.180836,1.470930,Polymer
4327.362278,569.745309,292.079929,399.165678,212.165869,Metal
5307.243506,141.076994,126.443682,345.702454,73.203398,Metal
7844.534532,727.413967,216.087964,62.354555,151.087997,Metal
4834.848939,383.794831,1137.560595,122.541756,121.348926,Ceramic
925.327487,51.477138,3.201111,0.421678,0.568672,Polymer
3311.591688,208.035277,2939.558363,40.093251,452.460886,Ceramic
6620.009192,322.403051,118.709303,109.702423,191.869555,Metal
4213.307363,336.459156,162.501225,347.640189,113.104813,Metal
3892.233715,303.220212,2623.033821,4.416108,423.424774,Ceramic
7423.107728,805.459748,114.198222,32.047643,179.289478,Metal
1082.441377,55.146448,17.371887,0.402487,0.321104,Polymer
1392.296996,71.461839,34.329803,0.147900,0.816404,Polymer
